Stations_ID,Survey_ID,Station,Station_Start_Time,Temperature,Barometer,Fog,Wind_Speed,Broadcast_Species,Background_Noise,Station_Comments
342,45,N2.1,18:30:00,31,37.12,0,0,Pacific Screech Owl,1,Pucuyo/crickets
343,45,N2.2,18:48:00,30,37.13,0,0,Mottled Owl,1,
344,45,N2.3,19:05:00,31,37.13,0,0,Crested Owl,1,
345,45,N2.4,19:21:00,31,37.15,0,0,Black and White Owl,1,
346,45,N2.5,19:38:00,30,37.16,0,0,Spectacled Owl,1,Lightening but can see stars
347,45,N2.6,19:59:00,30,0,0,0,Pacific Screech Owl,1,Lightening
348,45,N2.7,20:18:00,30,0,0,0,Mottled Owl,1,Lightening & thunder
349,45,N2.8,20:39:00,30,37.18,0,0,Crested Owl,1,Lightening
350,45,N2.9,21:01:00,30,0,0,0,Black and White Owl,1,
351,45,N2.10,21:18:00,29,0,0,0,Spectacled Owl,1,Lightening; Spectacled Owl heard @9:45 PM 10 m from pt. 10 (after survey)
352,46,M2.1,18:32:00,17,24.22,0,7,Whiskered Screech Owl,3,Wind in tree tops
353,46,M2.2,18:55:00,17,24.5,0,8,Mottled Owl,3,Strong gusts in tree tops
354,46,M2.3,19:12:00,17,24.16,0,4,Guat. Barred Owl,3,Tree tops wind; 1/2 way between pts 3 & 4 @ 7:28 PM - one single hoot similar to single hoot of a Stygian Owl
355,46,M2.4,19:33:00,17,24.08,0,0,Stygian Owl,3,Tree tops wind
356,46,M2.5,19:49:00,17,24.15,0,0,Great Horned Owl,2,Wind in tree tops; skunk in road
357,46,M2.6,20:07:00,17,24.15,0,0,Whiskered Screech Owl,2,Tree top wind - more protected this location; very clear can see stars; crickets
358,46,M2.7,20:26:00,16,24.11,0,5,Mottled Owl,2,Gusts occassionally
359,46,M2.8,20:48:00,16,24.12,0,8,Guat. Barred Owl,2,Gusts of wind
360,46,M2.9,21:06:00,16,24.04,0,0,Stygian Owl,2,
361,46,M2.10,21:25:00,16,23.39,0,0,Great Horned Owl,2,
362,47,M2.1,18:01:00,20,24.19,0,6,Whiskered Screech Owl,1,Wind in tree tops
363,47,M2.2,18:58:00,17,24.13,0,4,Mottled Owl,2,Wind in tree tops; stars & moon visable
364,47,M2.3,19:13:00,17,24.15,0,0,Guat. Barred Owl,2,Wind in tree tops
365,47,M2.4,19:29:00,18,24.15,0,0,Stygian Owl,1,Quiter; one Cusco
366,47,M2.5,19:47:00,18,24.12,0,0,Great Horned Owl,1,Very lt. breeze in tree tops
367,47,M2.6,20:09:00,18,24.09,0,7,Whiskered Screech Owl,1,Gusts of wind occasionally; lots of moon light
368,47,M2.7,20:30:00,18,24.09,0,0,Mottled Owl,1,
369,47,M2.8,20:48:00,18,24.02,0,0,Guat. Barred Owl,1,Can hear crickets
370,47,M2.9,21:10:00,18,24.02,0,0,Stygian Owl,1,
371,47,M2.10,21:29:00,18,24.02,0,0,Great Horned Owl,1,
372,48,EI2.1,18:32:00,24,26.48,0,0,Pacific Screech Owl,1,Lightening can see but not hear; Cicadas
373,48,EI2.2,18:50:00,24,26.48,0,0,Mottled Owl,1,Before play back recorded
374,48,EI2.3,19:10:00,23,26.56,0,0,Crested Owl,1,Lightening w/ some thunder
375,48,EI2.4,19:25:00,24,26.6,0,0,Black and White Owl,1,Lt. noise; cicadas; Jet
376,48,EI2.5,19:42:00,24,26.56,0,0,Spectacled Owl,1,Wind picking up; Started pouring during broadcast - ended work @7:46 PM
382,49,EI1.1,18:15:00,26,27.88,0,0,Pacific Screech Owl,2,Cicadas
383,49,EI1.2,18:32:00,26,27.88,0,0,Mottled Owl,2,Cicadas
384,49,EI1.3,18:49:00,27,27.88,0,0,Crested Owl,2,Cicadas
385,49,EI1.4,19:07:00,26,27.88,0,0,Black and White Owl,2,Cicadas; Lightening
386,49,EI1.5,19:24:00,26,27.79,0,0,Spectacled Owl,1,Cicadas; Lightening
387,49,EI1.6,19:42:00,0,27.78,0,0,Pacific Screech Owl,1,Cicadas; Lightening; Muyo; Recorded after silent listening
388,49,EI1.7,20:04:00,26,27.76,0,0,Mottled Owl,1,Recorded after silent listening & after broadcast; Chicharas
389,49,EI1.8,20:25:00,26,27.76,0,0,Crested Owl,2,Chicaras
390,49,EI1.9,20:42:00,26,27.73,0,0,Black and White Owl,2,Chicharas
391,49,EI1.10,21:03:00,25,27.67,0,0,Spectacled Owl,1,
392,50,EI1.1,18:30:00,26,27.9,0,0,Pacific Screech Owl,2,Chicharas strong
393,50,EI1.2,18:48:00,26,27.9,0,0,Mottled Owl,2,Chicharas
394,50,EI1.3,19:05:00,25,27.89,0,0,Crested Owl,2,Chicharas
395,50,EI1.4,19:24:00,25,27.87,0,0,Black and White Owl,1,Chicharas/music
396,50,EI1.5,19:41:00,25,27.84,0,0,Spectacled Owl,1,Chichara
397,50,EI1.6,19:58:00,0,27.82,0,0,Pacific Screech Owl,1,
398,50,EI1.7,20:25:00,25,27.78,0,0,Mottled Owl,1,Quiet
399,50,EI1.8,20:44:00,25,27.79,0,0,Crested Owl,1,Muyuos (2)
400,50,EI1.9,21:00:00,24,27.76,0,0,Black and White Owl,1,
401,50,EI1.10,21:23:00,24,27.57,0,0,Spectacled Owl,1,Lightening but can see stars
402,51,N1.1,18:30:00,29,29.72,0,0,Pacific Screech Owl,1,Laughing Falcon @ min. 5 to 10 - hard to hear much else
403,51,N1.2,18:45:00,28,29.72,0,0,Mottled Owl,1,Sapos
404,51,N1.3,19:00:00,28,29.72,0,0,Crested Owl,1,Lightening to N but can see stars; Sapos
405,51,N1.4,19:16:00,27,29.73,0,0,Black and White Owl,1,Sapos
406,51,N1.5,19:32:00,27,29.74,0,0,Spectacled Owl,1,Sapos & Pucuyos
407,51,N1.6,19:47:00,27,29.75,0,0,Pacific Screech Owl,1,Sapos & Pucuyos
408,51,N1.7,20:03:00,27,29.75,0,0,Mottled Owl,1,Sapos & Pucuyos
409,51,N1.8,20:19:00,27,29.77,0,0,Crested Owl,1,Sapos & Pucuyos
410,51,N1.9,20:34:00,26,29.77,0,0,Black and White Owl,1,Sapos & some kink og Heron in 1st min.
411,51,N1.10,20:50:00,27,29.78,0,0,Spectacled Owl,1,Sapos
412,52,N2.1,18:32:00,29,29.86,0,0,Pacific Screech Owl,1,
413,52,N2.2,18:50:00,30,29.68,0,0,Mottled Owl,1,
414,52,N2.3,19:09:00,29,29.69,0,0,Crested Owl,1,Sapos/greeos; Laughing Falcon Minute 2 & after broadcast
415,52,N2.4,19:24:00,28,29.7,0,0,Black and White Owl,1,Sapos & Greeos; One Laughing Falcon
416,52,N2.5,19:40:00,28,29.71,0,0,Spectacled Owl,1,Mottled Owl vocal between Pts 4 & 5; 1 Chachalaca vocal immed. after broadcast; Recorded Mottled owl
417,52,N2.6,19:55:00,27,29.71,0,0,Pacific Screech Owl,1,Sapos/Greeos (crickets)
418,52,N2.7,20:13:00,27,29.72,0,0,Mottled Owl,1,
419,52,N2.8,20:30:00,27,29.73,0,0,Crested Owl,1,Sapos/Greeos & @ end pucuyo a long ways off
420,52,N2.9,20:48:00,27,29.73,0,0,Black and White Owl,1,Dogs a long ways off; Opossom (geron - spanish) between pt 8  9.
421,52,N2.10,21:05:00,26,29.74,0,0,Spectacled Owl,1,
422,53,N1.1,18:30:00,28,29.68,0,0,Pacific Screech Owl,1,
423,53,N1.2,18:46:00,27,29.68,0,0,Mottled Owl,1,"Sapos, Pucuyos"
424,53,N1.3,19:03:00,27,29.69,0,0,Crested Owl,1,
425,53,N1.4,19:20:00,27,29.69,0,0,Black and White Owl,1,Heard something moving in the river
426,53,N1.5,19:38:00,27,29.7,0,0,Spectacled Owl,1,Pucuyo
427,53,N1.6,19:53:00,26,29.71,0,0,Pacific Screech Owl,1,Sapos & Pucuyos
428,53,N1.7,20:09:00,26,29.71,0,0,Mottled Owl,2,Sapos & a Rana (strange sound)
429,53,N1.8,20:25:00,26,29.71,0,0,Crested Owl,1,Can see stars tonight
430,53,N1.9,20:40:00,26,29.72,0,0,Black and White Owl,1,Dogs at a distance
431,53,N1.10,20:56:00,26,29.72,0,0,Spectacled Owl,1,Heard something moving in the river
432,54,N2.1,18:30:00,29,29.69,0,0,Pacific Screech Owl,1,
433,54,N2.2,18:55:00,30,29.69,0,0,Mottled Owl,1,Poachers w/ flashlights in forest between pts 1 & 2.
434,54,N2.3,19:15:00,29,29.71,0,0,Crested Owl,1,
435,54,N2.4,19:31:00,28,29.72,0,0,Black and White Owl,1,
436,54,N2.5,19:46:00,28,29.74,0,0,Spectacled Owl,1,
437,54,N2.6,20:01:00,28,29.74,0,0,Pacific Screech Owl,1,
438,54,N2.7,20:20:00,29,29.74,0,0,Mottled Owl,1,Chachalacas
439,54,N2.8,20:40:00,29,29.74,0,0,Crested Owl,1,
440,54,N2.9,20:55:00,28,29.74,0,0,Black and White Owl,1,
441,54,N2.10,21:12:00,28,29.76,0,0,Spectacled Owl,1,
442,55,M2.1,18:48:00,22,24.26,0,0,Whiskered Screech Owl,1,
443,55,M2.2,19:06:00,19,24.19,0,0,Mottled Owl,1,
444,55,M2.3,19:25:00,19,24.19,0,0,Guat. Barred Owl,1,
445,55,M2.4,19:43:00,19,24.2,0,0,Stygian Owl,1,
446,55,M2.5,20:00:00,18,24.21,0,0,Great Horned Owl,1,
447,55,M2.6,20:16:00,18,24.25,0,0,Whiskered Screech Owl,1,
448,55,M2.7,20:34:00,18,24.21,0,0,Mottled Owl,1,
449,55,M2.8,20:53:00,17,24.18,0,0,Guat. Barred Owl,1,Caballero (1)
450,55,M2.9,21:11:00,16,24.06,0,0,Stygian Owl,1,
451,55,M2.10,21:32:00,16,24.04,0,0,Great Horned Owl,1,Can hear wind starting in tree tops
452,56,M2.1,18:30:00,21,24.24,0,0,Whiskered Screech Owl,1,Caballeros
453,56,M2.2,18:58:00,22,24.2,0,0,Mottled Owl,1,
454,56,M2.3,19:18:00,20,24.19,0,0,Guat. Barred Owl,1,Wind in tree tops
455,56,M2.4,19:36:00,19,24.19,0,0,Stygian Owl,1,
456,56,M2.5,19:52:00,19,24.17,0,0,Great Horned Owl,1,Cusco (armadillo) in leaves
457,56,M2.6,20:09:00,19,24.21,0,0,Whiskered Screech Owl,1,
458,56,M2.7,20:26:00,20,24.14,0,0,Mottled Owl,1,
459,56,M2.8,20:50:00,18,24.13,0,0,Guat. Barred Owl,1,
460,56,M2.9,21:07:00,17,24.06,0,0,Stygian Owl,1,Perro @ distance
461,56,M2.10,21:27:00,17,23.94,0,0,Great Horned Owl,1,
462,57,EI2.1,19:00:00,22,26.5,0,0,Pacific Screech Owl,1,
463,57,EI2.2,19:16:00,22,26.49,0,0,Mottled Owl,1,
464,57,EI2.3,19:31:00,22,26.53,0,0,Crested Owl,1,
465,57,EI2.4,19:48:00,21,26.59,0,0,Black and White Owl,1,
466,57,EI2.5,20:07:00,21,26.65,0,0,Spectacled Owl,1,
467,57,EI2.6,20:22:00,21,26.71,0,0,Pacific Screech Owl,1,
468,57,EI2.7,20:39:00,22,26.75,0,0,Mottled Owl,1,
469,57,EI2.8,20:57:00,22,26.86,0,0,Crested Owl,1,
470,57,EI2.9,21:15:00,23,26.92,0,0,Black and White Owl,1,
471,57,EI2.10,21:33:00,23,27.03,0,0,Spectacled Owl,1,Micoleon
472,58,EI1.1,19:00:00,25,27.89,0,0,Pacific Screech Owl,2,Ciciadas - Chicharas
473,58,EI1.2,19:18:00,26,27.89,0,0,Mottled Owl,2,Chichara
474,58,EI1.3,19:35:00,25,27.88,0,0,Crested Owl,1,Mottled Owl between Pt 2 & 3.
475,58,EI1.4,19:55:00,24,0,0,0,Black and White Owl,1,
476,58,EI1.5,20:13:00,24,27.83,0,0,Spectacled Owl,1,Cloud cover change to 50 %.
477,58,EI1.6,20:35:00,23,27.81,0,0,Pacific Screech Owl,1,
478,58,EI1.7,20:55:00,24,27.79,0,0,Mottled Owl,1,
479,58,EI1.8,21:14:00,23,27.78,0,0,Crested Owl,1,
480,58,EI1.9,21:34:00,23,0,0,0,Black and White Owl,1,Muyuo
481,58,EI1.10,22:00:00,23,27.61,0,0,Spectacled Owl,1,Recorded odd sound & sounded like a very soft vocalization of a Pacific Screech Owl
482,59,EI2.1,19:00:00,23,26.47,0,0,Pacific Screech Owl,1,Bats
483,59,EI2.2,19:17:00,23,26.48,0,0,Mottled Owl,1,
484,59,EI2.3,19:33:00,22,26.52,0,0,Crested Owl,1,Muyo; Bank of clouds rolling through
485,59,EI2.4,19:49:00,22,26.59,0,0,Black and White Owl,1,
486,59,EI2.5,20:07:00,22,26.65,0,0,Spectacled Owl,2,Occasional dog barking.
487,59,EI2.6,20:22:00,22,26.7,0,0,Pacific Screech Owl,1,
488,59,EI2.7,20:39:00,22,26.79,0,0,Mottled Owl,1,
489,59,EI2.8,20:58:00,22,26.84,0,0,Crested Owl,1,
490,59,EI2.9,21:17:00,22,26.87,0,0,Black and White Owl,1,
491,59,EI2.10,21:35:00,22,27.01,0,0,Spectacled Owl,1,Horse moving thru woods.
492,60,EI1.1,18:56:00,25,27.92,0,0,Pacific Screech Owl,1,Chichara
493,60,EI1.2,19:15:00,25,27.92,0,0,Mottled Owl,1,Recorded Mottled Owl between pt 1 & 2 @ 7:13 PM. (end # 265)
494,60,EI1.3,19:35:00,24,27.92,0,0,Crested Owl,1,Muyo
495,60,EI1.4,19:56:00,24,27.9,0,0,Black and White Owl,1,Rana in quebrada
496,60,EI1.5,19:13:00,23,27.85,0,0,Spectacled Owl,1,Cusuco (Armadillo) ; Muyo across valley.
497,60,EI1.6,20:32:00,23,27.83,0,0,Pacific Screech Owl,1,
498,60,EI1.7,20:50:00,24,27.8,0,0,Mottled Owl,1,lite wind in tree tops
499,60,EI1.8,21:07:00,24,27.8,0,0,Crested Owl,1,One wind gust of 2.8 m/s
500,60,EI1.9,21:24:00,24,0,0,0,Black and White Owl,2,Wind in tree tops; Mt. de Cueva Pederon
501,60,EI1.10,21:47:00,24,27.68,0,0,Spectacled Owl,2,Wind. Heared Mottled Owl between pts 9 & 10.
502,61,N1.1,18:45:00,28,0,0,0,Pacific Screech Owl,1,
503,61,N1.2,19:00:00,28,0,0,8,Mottled Owl,1,
504,61,N1.3,19:16:00,28,29.73,0,2,Crested Owl,1,Cabillero/sapos
505,61,N1.4,19:38:00,29,0,0,0,Black and White Owl,1,Recorded btw pts 3 & 4.
506,61,N1.5,19:53:00,29,29.74,0,2,Spectacled Owl,1,Can hear hwy to N cutting sugar cane.
507,61,N1.6,20:07:00,29,29.7,0,0,Pacific Screech Owl,1,Can hear hwy (trucks) cutting sugar cane.
508,61,N1.7,20:22:00,28,0,0,0,Mottled Owl,1,Cusuco near pt below dike.
509,61,N1.8,20:37:00,27,0,0,0,Crested Owl,1,Pucuyo. Loud other side of rv./vehicle/cutting sugar cane; decreased @ min. 11. Zorillo (Skunk) rv. Side below dike. Huron eyelevel in tree/Male/Grey 4-eyed Opossum (Philander opossum)
510,61,N1.9,20:52:00,27,29.76,0,0,Black and White Owl,2,Pucuyo. Hwy/truck noise - cutting sugar cane.
511,61,N1.10,21:10:00,27,29.77,0,0,Spectacled Owl,2,Noise changed from 1 to 2 w/ harvest trucks.
512,62,N2.1,18:45:00,30,0,0,0,Pacific Screech Owl,1,
513,62,N2.2,19:29:00,30,29.78,0,0,Mottled Owl,1,Took longer getting to point (lost route) to pt. 2.
514,62,N2.3,20:00:00,28,29.79,0,0,Crested Owl,1,
515,62,N2.4,20:16:00,29,29.8,0,0,Black and White Owl,1,
516,62,N2.5,20:31:00,28,29.81,0,0,Spectacled Owl,1,
517,62,N2.6,20:47:00,29,29.82,0,0,Pacific Screech Owl,1,Occasional wind in tree tops.
518,62,N2.7,21:04:00,0,29.82,0,0,Mottled Owl,1,
519,62,N2.8,,0,0,0,0,,0,Missed Point
520,62,N2.9,,0,0,0,0,,0,Missed Point
521,62,N2.10,21:22:00,28,29.82,0,0,Spectacled Owl,1,
522,63,N1.1,18:53:00,29,0,0,0,Pacific Screech Owl,1,
523,63,N1.2,19:09:00,28,29.7,0,0,Mottled Owl,1,Dogs barking other side of river
524,63,N1.3,19:24:00,28,29.71,0,0,Crested Owl,1,
525,63,N1.4,19:38:00,27,29.71,0,0,Black and White Owl,1,
526,63,N1.5,19:53:00,29,29.71,0,0,Spectacled Owl,1,Cutting Cane
527,63,N1.6,20:12:00,27,29.71,0,0,Pacific Screech Owl,1,Lt. wind in tree tops
528,63,N1.7,20:26:00,28,29.72,0,1,Mottled Owl,1,Wind increasing
529,63,N1.8,20:40:00,29,29.72,0,2,Crested Owl,1,Wind occasional
530,63,N1.9,20:54:00,29,29.73,0,3,Black and White Owl,1,Wind occasional
531,63,N1.10,21:12:00,29,29.74,0,1,Spectacled Owl,1,
532,64,N2.1,18:47:00,29,29.65,0,0,Pacific Screech Owl,1,
533,64,N2.2,19:10:00,27,29.64,0,0,Mottled Owl,1,
534,64,N2.3,19:27:00,29,29.65,0,0,Crested Owl,1,
535,64,N2.4,19:42:00,27,29.65,0,0,Black and White Owl,1,
536,64,N2.5,19:58:00,26,29.65,0,0,Spectacled Owl,1,
537,64,N2.6,20:14:00,27,29.67,0,0,Pacific Screech Owl,1,
538,64,N2.7,20:29:00,27,29.67,0,0,Mottled Owl,1,
539,64,N2.8,20:45:00,27,29.68,0,0,Crested Owl,1,Amate fruit keep falling from trees (deer eat them)
540,64,N2.9,21:03:00,26,29.68,0,0,Black and White Owl,1,
541,64,N2.10,21:20:00,25,29.69,0,0,Spectacled Owl,1,
542,65,M1.1,18:05:00,170,22.97,0,0,Whiskered Screech Owl,1,"Wind in treetops, Chacha Negra occasionaly, Wind picked up"
543,65,M1.2,18:24:00,16,23.01,0,0,Mottled Owl,1,Chacha Negra occasionally
544,65,M1.3,18:50:00,17,23.01,0,0,Guat. Barred Owl,1,Wind in treetops
545,65,M1.4,19:15:00,17,23.01,0,0,Stygian Owl,2,Wind
546,65,M1.5,19:40:00,17,23.04,0,0,Great Horned Owl,2,Wind in treetops
547,65,M1.6,20:03:00,17,23.17,0,0,Whiskered Screech Owl,2,
548,65,M1.7,20:28:00,18,23.18,0,0,Mottled Owl,2,Occasional wind in treetops
549,65,M1.8,20:51:00,17,23.16,0,0,Guat. Barred Owl,1,
550,65,M1.9,21:12:00,17,23.18,0,0,Stygian Owl,1,wind treetops
551,65,M1.10,21:33:00,17,23.21,0,0,Great Horned Owl,1,Muyo in distance
555,66,EI1.1,18:30:00,26,27.93,0,0,Pacific Screech Owl,1,
556,66,EI1.2,18:47:00,26,27.91,0,0,Mottled Owl,1,Heard Corta Cabeza at start of point.
557,66,EI1.3,19:04:00,25,27.93,0,0,Crested Owl,1,
558,66,EI1.4,19:25:00,25,27.94,0,0,Black and White Owl,1,
559,66,EI1.5,19:43:00,25,27.87,0,0,Spectacled Owl,1,
560,66,EI1.6,20:02:00,25,27.8,0,0,Pacific Screech Owl,1,
561,66,EI1.7,20:27:00,27,27.81,0,0,Mottled Owl,1,
562,66,EI1.8,20:57:00,25,27.81,0,0,Crested Owl,2,Fireworks
563,66,EI1.9,21:14:00,25,27.79,0,0,Black and White Owl,1,
564,66,EI1.10,21:38:00,25,27.65,0,0,Spectacled Owl,1,
565,67,EI2.1,18:33:00,25,26.48,100,0,Pacific Screech Owl,1,Like a cloud - can't see far.
566,67,EI2.2,18:48:00,23,26.51,100,0,Mottled Owl,1,
567,67,EI2.3,19:09:00,23,26.54,0,0,Crested Owl,1,Change from cloud/mist to clear sky w/ moon
568,67,EI2.4,19:27:00,23,26.59,0,0,Black and White Owl,1,
569,67,EI2.5,19:49:00,23,26.68,50,0,Spectacled Owl,1,Thunder (cloud-mist)
570,67,EI2.6,20:01:00,23,26.68,0,0,Pacific Screech Owl,1,Thunder & lightening
571,67,EI2.7,20:17:00,23,26.8,0,0,Mottled Owl,1,One off strange vocaliz. too far off to record
572,67,EI2.8,20:36:00,23,26.84,0,0,Crested Owl,1,Thunder
573,67,EI2.9,20:55:00,23,26.9,0,0,Black and White Owl,2,Thunder & lightening
574,67,EI2.10,21:11:00,23,27.02,0,0,Spectacled Owl,2,Thunder & lightening
575,68,N2.1,18:14:00,31,0,0,0,Pacific Screech Owl,3,Grios/crickets. Construction noise on Borda while broadcast and after.
576,68,N2.2,18:32:00,30,29.65,0,0,Mottled Owl,3,Machinery
577,68,N2.3,18:44:00,30,29.62,0,0,Crested Owl,1,Crickets - no construction - shut down. Lightening.
578,68,N2.4,19:00:00,29,0,0,0,Black and White Owl,1,
579,68,N2.5,19:19:00,29,29.65,0,0,Spectacled Owl,1,Thunder
580,68,N2.6,19:35:00,29,0,0,0,Pacific Screech Owl,1,
581,68,N2.7,19:50:00,29,29.65,0,0,Mottled Owl,1,Coyotes - several vocalizing.
582,68,N2.8,20:06:00,29,29.68,0,0,Crested Owl,1,
583,68,N2.9,20:20:00,29,29.69,0,0,Black and White Owl,1,Thunder
584,68,N2.10,20:40:00,29,0,0,0,Spectacled Owl,1,Thunder & wind.
585,69,N1.1,18:44:00,30,29.65,0,0,Pacific Screech Owl,1,"Burn area. Pucuyos, grios, music"
586,69,N1.2,18:58:00,30,29.64,0,0,Mottled Owl,1,Burn area. Lightening. Sapos
587,69,N1.3,19:14:00,29,29.64,0,0,Crested Owl,1,"Burn area. Corta Cabeza (E 300 m)/sapos, Pucuyo, airplane"
588,69,N1.4,19:29:00,29,29.64,0,0,Black and White Owl,1,Burn area. Sapos
589,69,N1.5,19:44:00,29,29.66,0,0,Spectacled Owl,1,Out of  burn area. Sapos
590,69,N1.6,19:58:00,28,29.67,0,0,Pacific Screech Owl,1,Sapos/grieos/music/Laughing Falcon/Corta Cabeza (Minute 6)
591,69,N1.7,20:13:00,28,29.67,0,0,Mottled Owl,1,Anteater
592,69,N1.8,20:30:00,29,29.68,0,0,Crested Owl,1,Two Gueron (opossums)
593,69,N1.9,20:47:00,29,29.68,0,0,Black and White Owl,1,Pucuyos
594,69,N2.10,21:05:00,29,29.68,0,0,Spectacled Owl,1,Dike construction noise
595,71,N2.1,18:20:00,31,29.65,0,0,Pacific Screech Owl,1,Corta Cabeza
596,71,N2.2,18:39:00,30,0,0,0,Mottled Owl,1,Corta Cabeza
597,71,N2.3,18:53:00,30,29.66,0,0,Crested Owl,1,Crickets & bats. More cloud cover.
598,71,N2.4,19:07:00,30,29.67,0,0,Black and White Owl,1,
599,71,N2.5,19:22:00,29,29.68,0,0,Spectacled Owl,1,
600,71,N2.6,19:38:00,29,0,0,0,Pacific Screech Owl,1,
601,71,N2.7,19:52:00,29,29.7,0,0,Mottled Owl,1,Recorded (# 271-315)
602,71,N2.8,20:15:00,29,29.7,0,0,Crested Owl,1,
603,71,N2.9,20:33:00,28,29.71,0,0,Black and White Owl,1,Coyote
604,71,N2.10,20:49:00,28,29.71,0,0,Spectacled Owl,1,
605,72,N1.1,18:32:00,31,29.65,0,0,Pacific Screech Owl,1,Burn area.
606,72,N1.2,18:49:00,30,29.65,0,0,Mottled Owl,1,Burn area. Airplane
607,72,N1.3,19:05:00,30,29.66,0,0,Crested Owl,1,Burn area.
608,72,N1.4,19:20:00,30,29.66,0,0,Black and White Owl,1,Burn area. River/sapos
609,72,N1.5,19:38:00,30,29.68,0,0,Spectacled Owl,1,Outside burn area. Sapos & possibly anteater
610,72,N1.6,19:57:00,29,29.67,0,0,Pacific Screech Owl,1,
611,72,N1.7,20:14:00,29,0,0,0,Mottled Owl,1,
612,72,N1.8,20:35:00,29,29.68,0,0,Crested Owl,1,Crickets
613,72,N1.9,20:50:00,29,0,0,0,Black and White Owl,1,"Rana, Pucuyos"
614,72,N1.10,21:07:00,29,0,0,0,Spectacled Owl,1,Lightening. Sapos & crickets. Can hear dike construction.
615,73,EI1.1,18:34:00,29,29.69,0,0,Pacific Screech Owl,2,Chichara
616,73,EI1.2,18:53:00,28,29.69,0,0,Mottled Owl,2,Chichara; Greos (crickets)
617,73,EI1.3,19:11:00,26,29.72,0,0,Crested Owl,2,Chichara
618,74,EI1.1,18:35:00,27,29.69,0,0,Pacific Screech Owl,2,Chicharas
619,74,EI1.2,19:12:00,26,29.68,0,0,Mottled Owl,2,Chicharas
620,74,EI1.3,19:30:00,26,0,0,0,Crested Owl,2,Chicharas
621,75,M1.1,18:30:00,15,24.42,0,0,Whiskered Screech Owl,0,
622,75,M1.2,18:52:00,16,24.43,0,0,Mottled Owl,0,Recorded Great Horned Owl as leaving pt.2. End #276.
623,75,M1.3,19:20:00,16,24.48,0,0,Guat. Barred Owl,0,
624,75,M1.4,19:37:00,15,24.45,0,0,Stygian Owl,0,Muyo
625,75,M1.5,08:00:00,16,0,0,0,Great Horned Owl,0,Muyos; crickets
626,75,M1.6,20:24:00,16,24.55,0,0,Whiskered Screech Owl,0,
627,75,M1.7,20:45:00,17,0,0,0,Mottled Owl,0,
628,75,M1.8,21:02:00,16,24.62,0,0,Guat. Barred Owl,0,
629,75,M1.9,21:25:00,17,24.63,0,0,Stygian Owl,0,
630,75,M1.10,21:46:00,16,0,0,0,Great Horned Owl,0,
631,76,M2.1,18:30:00,22,0,10,0,Whiskered Screech Owl,1,Pucuyos & crickets; Chacha Negra; wind in tree tops occass.
632,76,M2.2,18:51:00,22,25.78,0,0,Mottled Owl,0,Crickets. Lt. rain.
633,76,M2.3,19:14:00,22,25.72,10,0,Guat. Barred Owl,0,Crickets. Lt. drizzle.
634,76,M2.4,19:35:00,22,0,10,0,Stygian Owl,0,Lt. rain.
635,76,M2.5,19:54:00,22,25.68,10,0,Great Horned Owl,0,Crickets. Heard flight but no vocalization.
636,76,M2.6,20:13:00,21,0,10,0,Whiskered Screech Owl,0,Dog. Lightening; thunder.
637,76,M2.7,20:30:00,21,25.69,10,0,Mottled Owl,0,
638,76,M2.8,20:52:00,21,25.65,10,0,Guat. Barred Owl,0,Thunder.
639,76,M2.9,21:14:00,21,25.65,10,0,Stygian Owl,0,Lt. rain.
640,76,M2.10,21:35:00,21,0,10,0,Great Horned Owl,0,Lt. rain.
641,77,N1.1,18:30:00,31,10700,0,0,Pacific Screech Owl,1,No burn this pt. Crickets;Collared Forest Falcon; Pucuyos
642,77,N1.2,18:50:00,31,0,0,0,Mottled Owl,1,Mottled Owl perched at. Pt in Guyuermo. Burn area. Sapos
643,77,N1.3,19:06:00,30,1070,0,0,Crested Owl,2,Burn area. Sapos
644,77,N1.4,19:27:00,30,1071,0,0,Black and White Owl,2,Mottled Owl perched near point 4 - flew S. Burn area. Sapos; Pucuyos
645,77,N1.5,19:44:00,29,1071,0,0,Spectacled Owl,2,Burn area. Sapos
646,77,N1.6,20:02:00,29,1071,0,0,Pacific Screech Owl,2,Sapos
647,77,N1.7,20:20:00,28,0,0,0,Mottled Owl,2,
648,77,N1.8,20:45:00,28,1071,0,0,Crested Owl,1,
649,77,N1.9,21:00:00,28,0,0,0,Black and White Owl,0,
650,77,N1.10,21:17:00,28,0,0,0,Spectacled Owl,1,Pucuyos.
651,78,N2.1,18:30:00,31,1070,0,0,Pacific Screech Owl,0,
652,78,N2.2,18:51:00,29,1071,0,0,Mottled Owl,0,
653,78,N2.3,19:06:00,29,0,0,0,Crested Owl,0,
654,78,N2.4,19:22:00,30,0,0,0,Black and White Owl,0,Heard owl land but it did not vocalize.
655,78,N2.5,19:38:00,30,1070,0,0,Spectacled Owl,0,
656,78,N2.6,19:50:00,30,1071,0,0,Pacific Screech Owl,0,
657,78,N2.7,20:08:00,29,0,0,0,Mottled Owl,0,
658,78,N2.8,20:33:00,29,0,0,0,Crested Owl,0,
659,78,N2.9,20:49:00,28,1071,0,0,Black and White Owl,0,
660,78,N2.10,21:04:00,28,1071,0,0,Spectacled Owl,0,Corta Cabeza; Chacalaca tried to record - but no vocaliz. End #212.
